image_url,game_id,current_club_name,season,name,position,name,sub_position,country_of_citizenship,goals,assists,minutes_played,market_value_in_eur,yellow_cards,red_cards
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872257,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872268,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872295,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,78,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872309,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,15,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872319,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,1,90,1500000,1,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872327,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,4,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872339,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,11,1500000,1,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872355,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872371,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,78,1500000,1,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872380,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,30,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872391,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872399,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,11,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872410,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872419,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,63,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872428,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,1,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872439,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,68,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872448,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,13,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872464,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872468,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,25,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872478,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,89,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2984198,Brighton & Hove Albion,2017,James Milner,Midfield,fa-cup,Central Midfield,,1,0,77,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2988364,Brighton & Hove Albion,2017,James Milner,Midfield,fa-cup,Central Midfield,,0,0,25,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,3050171,Brighton & Hove Albion,2018,James Milner,Midfield,premier-league,Central Midfield,,0,1,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,3050181,Brighton & Hove Albion,2018,James Milner,Midfield,premier-league,Central Midfield,,1,0,67,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,3050191,Brighton & Hove Albion,2018,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,3050203,Brighton & Hove Albion,2018,James Milner,Midfield,premier-league,Central Midfield,,0,1,90,1500000,1,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,3050214,Brighton & Hove Albion,2018,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,3050224,Brighton & Hove Albion,2018,James Milner,Midfield,premier-league,Central Midfield,,0,0,45,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,3050230,Brighton & Hove Albion,2018,James Milner,Midfield,premier-league,Central Midfield,,0,0,86,1500000,1,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,3050242,Brighton & Hove Albion,2018,James Milner,Midfield,premier-league,Central Midfield,,0,0,29,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,3050252,Brighton & Hove Albion,2018,James Milner,Midfield,premier-league,Central Midfield,,0,0,77,1500000,0,0
